Precip_mm,MaxTemp_C
21.6916,-4.881123058542413
17.546319999999998,-1.6576922297228809
43.19016,4.776344086021505
70.13448,14.014074074074074
93.30944,21.03942652329749
106.4768,25.577037037037037
119.49176,27.929032258064517
109.25048,26.599283154121864
93.24848,21.56074074074074
60.81776,14.180501792114695
48.74768,4.387287109133605
22.33168,-3.03868578255675
